Table S3. Phage taxonomy.				
Phage ID	E-value	Score	Taxonomy/LastCommonAncestor	
IMGVR_UViG_3300013822_000016|3300013822|Ga0121588_100019|34095-83039	7.50E-14	1303.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300013824_000026|3300013824|Ga0121224_100015|2-40065	2.80E-18	1285.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300013830_000222|3300013830|Ga0120377_1000205	3.00E-25	879.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300013845_000022|3300013845|Ga0121548_100008|92874-134719	3.00E-46	1202.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300013899_000082|3300013899|Ga0117808_100047|20931-53898	4.90E-07	436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300013922_000019|3300013922|Ga0121075_100030|50726-72381	1.30E-204	437.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300013939_000018|3300013939|Ga0117791_100287	1.80E-31	1259.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300013946_000164|3300013946|Ga0117818_1000030|1-57123	4.30E-19	762.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300013958_000161|3300013958|Ga0117815_1000122	4.70E-30	762.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300013958_000298|3300013958|Ga0117815_1000122|9206-91450	7.80E-20	762.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014024_000065|3300014024|Ga0119801_100233	5.00E-17	582.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014064_000012|3300014064|Ga0120777_10054|3-52071	9.80E-16	492.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014067_000005|3300014067|Ga0122772_100045	2.60E-15	1084.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014073_000059|3300014073|Ga0121525_100277|3525-25156	5.60E-14	780.8	Viruses	
IMGVR_UViG_3300014095_000029|3300014095|Ga0121530_100635	2.40E-13	326.7	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300014202_000231|3300014202|Ga0181609_120400	2.80E-13	395.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014202_001126|3300014202|Ga0181609_109532	8.70E-13	176.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014202_001287|3300014202|Ga0181609_127493	2.20E-11	176.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014206_000028|3300014206|Ga0172377_10000484	4.10E-11	302.3	Viruses	
IMGVR_UViG_3300014325_000001|3300014325|Ga0163163_10000190	1.10E-09	292.7	Viruses	
IMGVR_UViG_3300014518_000019|3300014518|Ga0120821_100042|70489-107061	1.80E-07	517.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014519_000069|3300014519|Ga0169886_100078|67993-83760	4.10E-06	475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014539_000080|3300014539|Ga0169882_101897	1.40E-59	592.3	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300014597_000054|3300014597|Ga0169859_100034|20502-39054	8.10E-21	170.4	Viruses	
IMGVR_UViG_3300014639_000010|3300014639|Ga0121377_100077	1.70E-11	1063.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014667_000024|3300014667|Ga0121291_10197|1-26567	1.90E-90	866.8	Viruses	
IMGVR_UViG_3300014688_000036|3300014688|Ga0121253_100035|5021-33709	1.10E-14	417.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014694_000011|3300014694|Ga0121485_100057	2.60E-35	453.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014694_000020|3300014694|Ga0121485_100003|139305-182796	3.50E-39	470.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014699_000012|3300014699|Ga0121455_100083	2.10E-19	783.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014700_000016|3300014700|Ga0121520_100168	3.20E-18	493.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014727_000001|3300014727|Ga0121476_100020	6.00E-18	851.6	Viruses	
IMGVR_UViG_3300014731_000031|3300014731|Ga0169770_10449	7.80E-07	600.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300014738_000030|3300014738|Ga0121361_100004|81-40429	2.60E-76	1322.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014746_000037|3300014746|Ga0120759_100021|14553-51575	1.70E-08	517.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014807_000173|3300014807|Ga0134439_1000235	6.60E-08	369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014897_000006|3300014897|Ga0121483_100024|40797-76472	1.90E-07	1205.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014912_000016|3300014912|Ga0121502_100006|1-49158	1.10E-06	972.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014913_000007|3300014913|Ga0164310_10000003	1.50E-06	409.4	Viruses	
IMGVR_UViG_3300014941_000112|3300014941|Ga0134385_100141	4.20E-11	496.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014951_000003|3300014951|Ga0169829_100375	1.10E-141	431.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300014983_000024|3300014983|Ga0182858_10035|232-40783	1.60E-22	461.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300015186_000060|3300015186|Ga0183250_131341|19760-32259	1.90E-14	192.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300015199_000006|3300015199|Ga0167647_1000034	2.50E-09	261.5	Viruses	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220	6.20E-08	258.7	Viruses	
IMGVR_UViG_3300015264_000026|3300015264|Ga0137403_10000270	8.50E-08	278.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300015598_000057|3300015598|Ga0182405_100017|66569-109812	2.50E-06	444.8	Viruses;Duplodnaviria;Heunggongvirae	
IMGVR_UViG_3300015615_001143|3300015615|Ga0183872_10721912|18145-55808	1.70E-11	406.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Myoviridae	
IMGVR_UViG_3300016672_000103|3300016672|Ga0186778_100721	4.10E-63	546.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300016738_000354|3300016738|Ga0183096_1000005|588625-684215	3.40E-35	279.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300017642_000042|3300017642|Ga0183098_10049|83236-178826	6.00E-30	279.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300017643_000075|3300017643|Ga0183097_10140|843-96433	7.10E-14	279.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300017707_001342|3300017707|Ga0181363_1000016	1.30E-17	604.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Podoviridae	
IMGVR_UViG_3300017747_002559|3300017747|Ga0181352_1000045	8.50E-42	604.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Podoviridae	
IMGVR_UViG_3300017754_002547|3300017754|Ga0181344_1000058	1.70E-19	603.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Podoviridae	
IMGVR_UViG_3300017766_002093|3300017766|Ga0181343_1000064	7.00E-09	604.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Podoviridae	
IMGVR_UViG_3300017780_002235|3300017780|Ga0181346_1000054	2.40E-12	664.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300017784_000974|3300017784|Ga0181348_1000033	7.10E-16	663.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300017792_000617|3300017792|Ga0163161_10000128|4725-41516	2.30E-12	484.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300017987_000050|3300017987|Ga0180431_10000012	6.70E-11	566.4	Viruses	
IMGVR_UViG_3300017987_005498|3300017987|Ga0180431_10000012|9036-262607	2.20E-09	566.4	Viruses	
IMGVR_UViG_3300017989_000060|3300017989|Ga0180432_10000066	1.40E-08	566.4	Viruses	
IMGVR_UViG_3300018034_000079|3300018034|Ga0187863_10000604	8.80E-156	241.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300018063_000004|3300018063|Ga0184637_10000070	3.10E-115	214.5	Viruses	
IMGVR_UViG_3300018432_000012|3300018432|Ga0190275_10000478	4.80E-32	158.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300018475_000086|3300018475|Ga0187907_10000074	1.60E-22	580.6	Viruses	
IMGVR_UViG_3300018475_004704|3300018475|Ga0187907_10001185|37341-74930	3.30E-25	372.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300018481_000002|3300018481|Ga0190271_10000016	2.20E-22	188.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300018481_000018|3300018481|Ga0190271_10000017	1.90E-111	185.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300018488_000300|3300018488|Ga0194158_1060691	2.20E-100	381.4	Viruses	
IMGVR_UViG_3300018493_004395|3300018493|Ga0187909_10000988|37341-74930	2.40E-08	372.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300018494_004855|3300018494|Ga0187911_10001051|37341-74930	3.20E-53	372.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300018495_004578|3300018495|Ga0187908_10001128|37341-74930	1.60E-12	372.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300018878_000100|3300018878|Ga0187910_10000072	5.00E-37	677.7	Viruses	
IMGVR_UViG_3300018878_000111|3300018878|Ga0187910_10000150	7.90E-16	580.6	Viruses	
IMGVR_UViG_3300018878_005614|3300018878|Ga0187910_10001233|37341-74930	7.10E-13	372.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300018890_000017|3300018890|Ga0193595_1000012|34447-82909	8.70E-12	294.9	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae	
IMGVR_UViG_3300019360_000002|3300019360|Ga0187894_10000179	5.50E-07	225.1	Viruses	
IMGVR_UViG_3300019370_000186|3300019370|Ga0196862_168264	2.40E-07	309.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300019376_000001|3300019376|Ga0187899_10000014	3.90E-24	588.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300019458_000519|3300019458|Ga0187892_10000084	5.00E-08	1053.5	Viruses	
IMGVR_UViG_3300019757_000164|3300019757|Ga0193964_1000005|4925-129778	2.70E-35	542	Viruses	
IMGVR_UViG_3300019762_000008|3300019762|Ga0193952_1000020	1.30E-13	542	Viruses	
IMGVR_UViG_3300019765_000007|3300019765|Ga0194024_1000016	6.50E-49	291.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300020027_000001|3300020027|Ga0193752_1000341	2.30E-30	286.6	Viruses	
IMGVR_UViG_3300020034_000001|3300020034|Ga0193753_10000313	2.70E-22	286.6	Viruses	
IMGVR_UViG_3300020036_004089|3300020036|Ga0206648_1000225	4.30E-19	252.6	Viruses	
IMGVR_UViG_3300020036_004576|3300020036|Ga0206648_1000278	1.30E-18	458.9	Viruses	
IMGVR_UViG_3300020036_004875|3300020036|Ga0206648_1000067	2.70E-16	368.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300020045_013145|3300020045|Ga0206662_1000638	2.80E-15	221.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300020047_001467|3300020047|Ga0206650_1000589	8.40E-15	672.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300020048_000016|3300020048|Ga0207193_1000044	4.60E-13	704.1	Viruses	
IMGVR_UViG_3300020049_008481|3300020049|Ga0206652_1000009	4.80E-13	908.3	Viruses	
IMGVR_UViG_3300020050_011260|3300020050|Ga0206642_1000947	8.70E-09	172.5	Viruses	
IMGVR_UViG_3300020054_000008|3300020054|Ga0181594_10000005	1.60E-07	736.5	Viruses	
IMGVR_UViG_3300020057_000011|3300020057|Ga0163151_10001448	1.40E-06	366.8	Viruses	
IMGVR_UViG_3300020057_000029|3300020057|Ga0163151_10000083	2.00E-06	494.6	Viruses	
IMGVR_UViG_3300020057_000077|3300020057|Ga0163151_10001438	7.40E-46	256.2	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae	
IMGVR_UViG_3300020062_000047|3300020062|Ga0193724_1000015	6.30E-31	258.1	Viruses	
IMGVR_UViG_3300020079_000009|3300020079|Ga0187906_1000019	2.50E-09	588.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300020119_000128|3300020119|Ga0210608_10469081	2.80E-16	296.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300020168_000003|3300020168|Ga0181588_10000005	2.30E-17	736.5	Viruses	
IMGVR_UViG_3300020180_000050|3300020180|Ga0163155_10000773	7.20E-31	366.8	Viruses	
IMGVR_UViG_3300020192_000002|3300020192|Ga0163147_10001181	3.30E-12	366.8	Viruses	
IMGVR_UViG_3300020195_000016|3300020195|Ga0163150_10000356	6.00E-13	428.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300020203_000042|3300020203|Ga0163148_10000987	3.10E-85	367.8	Viruses	
IMGVR_UViG_3300020213_000017|3300020213|Ga0163152_10000101	6.40E-145	494.6	Viruses	
IMGVR_UViG_3300020213_000057|3300020213|Ga0163152_10001342	4.60E-07	366.8	Viruses	
IMGVR_UViG_3300020219_000006|3300020219|Ga0163146_10001211	3.20E-09	366.8	Viruses	
IMGVR_UViG_3300020577_007195|3300020577|Ga0212215_10000175	5.80E-26	249.4	Viruses	
IMGVR_UViG_3300020577_007233|3300020577|Ga0212215_10000001	1.30E-25	436.4	Viruses	
IMGVR_UViG_3300020582_000030|3300020582|Ga0210395_10000542	1.50E-10	234.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300020596_000003|3300020596|Ga0163149_10000857	1.80E-07	367.8	Viruses	
IMGVR_UViG_3300021067_000009|3300021067|Ga0196978_1000077	7.60E-07	594.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021083_000478|3300021083|Ga0215006_10000233	9.20E-06	384.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021167_000088|3300021167|Ga0216365_103311	1.90E-43	514.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kochitakasuvirus	
IMGVR_UViG_3300021226_000061|3300021226|Ga0223644_1000166	1.30E-30	678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021233_000037|3300021233|Ga0223645_1000146	5.30E-12	678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021247_000140|3300021247|Ga0223642_1001494	9.30E-11	678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021255_000152|3300021255|Ga0223825_10009823	1.00E-10	671.9	Viruses	
IMGVR_UViG_3300021255_004486|3300021255|Ga0223825_11172685	2.40E-10	701.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021255_005877|3300021255|Ga0223825_11172685|124-141903	1.60E-16	701.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021256_000064|3300021256|Ga0223826_10000133	3.50E-17	665.8	Viruses	
IMGVR_UViG_3300021256_000080|3300021256|Ga0223826_10000365	1.00E-14	673.4	Viruses	
IMGVR_UViG_3300021338_000004|3300021338|Ga0213839_1000309	6.80E-30	552.2	Viruses	
IMGVR_UViG_3300021387_001626|3300021387|Ga0223845_12645015	1.50E-36	517.9	Viruses	
IMGVR_UViG_3300021399_000103|3300021399|Ga0224415_10000061	7.70E-17	676.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021399_004696|3300021399|Ga0224415_10000051	3.70E-14	746.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021400_000126|3300021400|Ga0224422_12422352	4.50E-13	587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021400_000134|3300021400|Ga0224422_12578866	3.30E-07	678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021400_001206|3300021400|Ga0224422_11925167	2.50E-06	656.7	Viruses	
IMGVR_UViG_3300021426_003004|3300021426|Ga0224482_10000440	2.50E-06	308.8	Viruses	
IMGVR_UViG_3300021430_000718|3300021430|Ga0224420_11331052	9.60E-74	956.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021431_000076|3300021431|Ga0224423_10000015	4.50E-06	547.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021599_000405|3300021599|Ga0226807_1001168	2.40E-35	673.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021599_001254|3300021599|Ga0226807_1000828	8.60E-09	326.1	Viruses	
IMGVR_UViG_3300021602_000495|3300021602|Ga0194060_10007481	3.00E-23	326	Viruses	
IMGVR_UViG_3300021958_000024|3300021958|Ga0222718_10000027	6.40E-16	3194.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300021963_000236|3300021963|Ga0222712_10000684	1.10E-06	182.3	Viruses	
IMGVR_UViG_3300022187_000036|3300022187|Ga0196899_1000056	4.00E-18	379.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300022221_000009|3300022221|Ga0224506_10000205	6.00E-06	383.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300022222_000018|3300022222|Ga0226658_10000209	1.60E-10	366.8	Viruses	
IMGVR_UViG_3300022225_001767|3300022225|Ga0187833_10000011|41896-229888	8.80E-156	444.2	Viruses	
IMGVR_UViG_3300022468_000732|3300022468|Ga0233289_14264349	3.10E-115	672.1	Viruses	
IMGVR_UViG_3300022468_000741|3300022468|Ga0233289_13724592	4.80E-32	672.1	Viruses	
IMGVR_UViG_3300022468_000745|3300022468|Ga0233289_17631996	1.60E-22	672.1	Viruses	
IMGVR_UViG_3300022468_000750|3300022468|Ga0233289_10363408	3.30E-25	672.1	Viruses	
IMGVR_UViG_3300022468_000764|3300022468|Ga0233289_15332282	2.20E-22	672.1	Viruses	
IMGVR_UViG_3300022468_000816|3300022468|Ga0233289_14670475	1.90E-111	672.1	Viruses	
IMGVR_UViG_3300022468_000852|3300022468|Ga0233289_14994113	2.20E-100	672.1	Viruses	
IMGVR_UViG_3300022468_000887|3300022468|Ga0233289_12048630	2.40E-08	672.1	Viruses	
IMGVR_UViG_3300022539_000091|3300022539|Ga0247426_1000075	3.20E-53	396.2	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae	
IMGVR_UViG_3300022562_001037|3300022562|Ga0247387_10000556	1.60E-12	258.7	Viruses	
IMGVR_UViG_3300022589_000001|3300022589|Ga0216346_10000056	5.00E-37	694.5	Viruses	
IMGVR_UViG_3300022601_000010|3300022601|Ga0216345_10000063	7.90E-16	694.5	Viruses	
IMGVR_UViG_3300022654_000019|3300022654|Ga0216347_10000256	7.10E-13	675.2	Viruses	
IMGVR_UViG_3300022659_000157|3300022659|Ga0248194_14904753	8.70E-12	494.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300022660_000045|3300022660|Ga0216342_10000213	5.50E-07	694.5	Viruses	
IMGVR_UViG_3300022660_000179|3300022660|Ga0216342_10005033	2.40E-07	372.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300022661_001234|3300022661|Ga0216339_10000188	3.90E-24	694.5	Viruses	
IMGVR_UViG_3300022661_003942|3300022661|Ga0216339_10001609|37345-74934	5.00E-08	372.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300022693_002153|3300022693|Ga0247392_1000402	2.70E-35	503.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Siphoviridae	
IMGVR_UViG_3300022719_000329|3300022719|Ga0248485_1000019	1.30E-13	538.7	Viruses	
IMGVR_UViG_3300022750_000147|3300022750|Ga0247812_10003761	6.50E-49	209.2	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300022753_000962|3300022753|Ga0216341_10000200	2.30E-30	694.5	Viruses	
IMGVR_UViG_3300022753_003554|3300022753|Ga0216341_10002338|130-37719	2.70E-22	372.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300022758_000287|3300022758|Ga0255597_101420	4.30E-19	1094.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300022862_000001|3300022862|Ga0213822_1000356	1.30E-18	838.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300022879_000166|3300022879|Ga0213824_1000002|203043-225345	2.70E-16	782.4	Viruses	
IMGVR_UViG_3300022935_000005|3300022935|Ga0255780_10000006	2.80E-15	736.5	Viruses	
IMGVR_UViG_3300023055_000275|3300023055|Ga0213828_1000268|10678-53754	8.40E-15	455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023059_000016|3300023059|Ga0213829_1000510	4.60E-13	420.4	Viruses	
IMGVR_UViG_3300023084_000008|3300023084|Ga0255778_10000048	4.80E-13	432.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023116_000011|3300023116|Ga0255751_10000014	8.70E-09	736.5	Viruses	
IMGVR_UViG_3300023117_002000|3300023117|Ga0255757_10000008	1.60E-07	736.5	Viruses	
IMGVR_UViG_3300023170_000007|3300023170|Ga0255761_10000017	1.40E-06	736.5	Viruses	
IMGVR_UViG_3300023172_000007|3300023172|Ga0255766_10000004	2.00E-06	736.5	Viruses	
IMGVR_UViG_3300023176_000005|3300023176|Ga0255772_10000002	7.40E-46	736.5	Viruses	
IMGVR_UViG_3300023180_000013|3300023180|Ga0255768_10000006	6.30E-31	736.5	Viruses	
IMGVR_UViG_3300023196_000518|3300023196|Ga0255982_100321	2.50E-09	658.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023208_000399|3300023208|Ga0233424_10000001|1627987-1711882	2.80E-16	745.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023215_003041|3300023215|Ga0255806_1000144|15782-91745	2.30E-17	503.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Siphoviridae	
IMGVR_UViG_3300023219_000191|3300023219|Ga0255801_10000058	7.20E-31	417.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023225_000024|3300023225|Ga0222426_101011	3.30E-12	134.2	Viruses	
IMGVR_UViG_3300023283_000145|3300023283|Ga0255745_1001989	6.00E-13	549.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023371_001425|3300023371|Ga0216340_10000233	3.10E-85	694.5	Viruses	
IMGVR_UViG_3300023371_004529|3300023371|Ga0216340_10001855|36538-74127	6.40E-145	372.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023499_000143|3300023499|Ga0257052_100426	4.60E-07	1338.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023502_000161|3300023502|Ga0257054_100235	3.20E-09	478.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023502_000163|3300023502|Ga0257054_100785	5.80E-26	479.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023543_000271|3300023543|Ga0257048_100056|64179-76572	1.30E-25	190.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300023721_000130|3300023721|Ga0257062_100375	1.50E-10	341.3	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes	
