Table S7. Host predicted by homology match.															
Qry Seqence ID	Salmonella Genome ID	E-value	Identity	Bitscore	Qry Alignment Len	Sub Alignment Len									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005566595.1.fna	0	86.512	3212	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005567335.1.fna	0	86.434	3217	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005567335.1.fna	0	84.888	3803	3780	3787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005567335.1.fna	0	84.888	3803	3780	3787									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005567335.1.fna	0	84.888	3803	3780	3787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005567985.1.fna	0	75.258	1423	3149	3142									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005567985.1.fna	0	86.396	3212	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005569615.1.fna	0	86.546	3217	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005570255.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005570275.1.fna	0	86.531	3234	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005571455.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005571455.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005571635.1.fna	0	86.459	3223	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005572255.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005572895.1.fna	0	87.961	3280	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005572895.1.fna	0	88.1	3302	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005573385.1.fna	0	86.459	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005573435.1.fna	0	75.62	1489	3139	3134									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005573435.1.fna	0	86.512	3212	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005575955.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005575955.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005576235.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005576655.1.fna	0	86.497	3229	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005576655.1.fna	0	84.061	2732	2847	2870									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005576655.1.fna	0	83.928	2710	2847	2870									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005576675.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005576675.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005576675.1.fna	0	87.611	3247	2797	2805									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005576675.1.fna	0	87.749	3269	2797	2805									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005577095.1.fna	0	75.443	1434	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005577095.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005577475.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005577475.1.fna	0	86.492	3206	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005577475.1.fna	0	87.647	3253	2797	2805									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005577475.1.fna	0	87.785	3275	2797	2805									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005577515.1.fna	0	81.842	2213	2659	2658									
IMGVR_UViG_3300009944_000210|3300009944|Ga0133256_141760|44470-86317	GCA_005577515.1.fna	0	83.238	6527	7139	7151									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005577535.1.fna	0	86.526	3212	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005578835.1.fna	0	86.58	3223	2921	2931									
IMGVR_UViG_3300046286_000016|3300046286|Ga0485577_00196	GCA_005578855.1.fna	0	78.323	5404	8496	8491									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005579155.1.fna	0	89.22	3472	2779	2779									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005579155.1.fna	0	89.324	3489	2779	2779									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005579155.1.fna	0	89.324	3489	2779	2779									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579175.1.fna	0	80.56	2643	3449	3455									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005579575.1.fna	0	75.459	1435	3107	3101									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579575.1.fna	0	86.371	3206	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005579595.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579595.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005579605.1.fna	0	75.62	1489	3139	3134									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579605.1.fna	0	86.546	3217	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579635.1.fna	0	86.619	3229	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579675.1.fna	0	86.459	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005579695.1.fna	0	75.258	1423	3149	3142									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579695.1.fna	0	86.396	3212	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579715.1.fna	0	86.599	3245	2939	2949									
IMGVR_UViG_3300046286_000016|3300046286|Ga0485577_00196	GCA_005579715.1.fna	0	78.323	5404	8496	8491									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005579755.1.fna	0	75.321	1441	3149	3143									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579755.1.fna	0	86.244	3164	2921	2928									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579815.1.fna	0	86.415	3195	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005579875.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005579875.1.fna	0	86.492	3206	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005579875.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005579875.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005581615.1.fna	0	86.546	3217	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005581915.1.fna	0	75.492	1463	3149	3143									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005581935.1.fna	0	87.137	3153	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005581935.1.fna	0	87.348	3186	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005581955.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005581955.1.fna	0	86.453	3201	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005581955.1.fna	0	87.476	3557	3090	3089									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005581955.1.fna	0	87.444	3552	3090	3089									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005581955.1.fna	0	87.444	3552	3090	3089									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005582015.1.fna	0	86.619	3229	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005582035.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005582605.1.fna	0	86.619	3229	2921	2931									
IMGVR_UViG_3300046286_000016|3300046286|Ga0485577_00196	GCA_005583135.1.fna	0	78.323	5404	8496	8491									
IMGVR_UViG_3300046286_000016|3300046286|Ga0485577_00196	GCA_005583175.1.fna	0	78.323	5404	8496	8491									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005583995.1.fna	0	86.58	3223	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005584275.1.fna	0	80.548	2643	3452	3458									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005584795.1.fna	0	75.62	1489	3139	3134									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005584795.1.fna	0	80.704	2671	3449	3455									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005584815.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005584815.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005585495.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005585495.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005586715.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005586715.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005586775.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005586775.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005586835.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005586835.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005586835.1.fna	0	87.961	3280	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005586835.1.fna	0	88.1	3302	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005586915.1.fna	0	79.452	2416	3439	3448									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005586935.1.fna	0	79.452	2416	3439	3448									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005586975.1.fna	0	86.497	3229	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005587155.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005587355.1.fna	0	79.452	2416	3439	3448									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005587655.1.fna	0	75.443	1434	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005587655.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005587715.1.fna	0	86.517	3212	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005589995.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005590055.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005590055.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005590075.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005590075.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005590095.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005590095.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005590115.1.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005590115.1.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005590155.1.fna	0	87.897	3395	2886	2894									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005590155.1.fna	0	88.099	3428	2886	2894									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005590155.1.fna	0	88.099	3428	2886	2894									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005591195.1.fna	0	75.567	1443	3079	3072									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005591195.1.fna	0	87.897	3395	2886	2894									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005591195.1.fna	0	88.099	3428	2886	2894									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005591195.1.fna	0	88.099	3428	2886	2894									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005591215.1.fna	0	80.548	2643	3452	3458									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005592015.1.fna	0	80.704	2671	3449	3455									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005592155.1.fna	0	86.497	3229	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005592195.1.fna	0	75.386	1434	3121	3115									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005592475.1.fna	0	80.548	2643	3452	3458									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005592575.1.fna	0	86.546	3217	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005592655.1.fna	0	88.489	3360	2779	2778									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005592655.1.fna	0	88.669	3387	2779	2778									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005592655.1.fna	0	88.669	3387	2779	2778									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005592695.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005592775.1.fna	0	75.62	1489	3139	3134									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005592775.1.fna	0	80.704	2671	3449	3455									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005592875.1.fna	0	75.62	1489	3139	3134									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005592875.1.fna	0	80.704	2671	3449	3455									
IMGVR_UViG_3300046286_000016|3300046286|Ga0485577_00196	GCA_005592935.1.fna	0	78.323	5404	8496	8491									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005592955.1.fna	0	75.039	1386	3149	3143									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005592955.1.fna	0	87.961	3278	2779	2786									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005592955.1.fna	0	88.1	3301	2779	2786									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005593115.1.fna	0	75.475	1445	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005593115.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005593115.1.fna	0	87.818	3258	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005593115.1.fna	0	87.993	3286	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005593655.2.fna	0	75.475	1439	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005593655.2.fna	0	86.487	3206	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005594715.1.fna	0	86.633	3251	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005594775.1.fna	0	75.258	1423	3149	3142									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005594775.1.fna	0	86.396	3212	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005596515.1.fna	0	75.457	1445	3121	3115									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005596515.1.fna	0	87.782	3253	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005596515.1.fna	0	87.921	3275	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005596535.1.fna	0	86.59	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005596535.1.fna	0	88.069	3297	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005596535.1.fna	0	88.208	3319	2779	2787									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005596535.1.fna	0	88.208	3319	2779	2787									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005598375.1.fna	0	86.633	3251	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005599735.1.fna	0	75.372	1423	3107	3100									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005599735.1.fna	0	86.338	3201	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005600755.1.fna	0	88.849	3415	2779	2778									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005600755.1.fna	0	89.029	3443	2779	2778									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005600755.1.fna	0	89.029	3443	2779	2778									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005603155.1.fna	0	75.62	1489	3139	3134									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005603155.1.fna	0	80.704	2671	3449	3455									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005604135.1.fna	0	80.605	2654	3452	3458									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005605055.1.fna	0	75.344	1445	3149	3142									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005605055.1.fna	0	86.551	3217	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005605055.1.fna	0	87.715	3241	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005605055.1.fna	0	87.89	3269	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005605655.1.fna	0	75.517	1445	3092	3085									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005605655.1.fna	0	86.58	3223	2921	2931									
IMGVR_UViG_3300009944_000210|3300009944|Ga0133256_141760|44470-86317	GCA_005605655.1.fna	0	83.245	6527	7136	7148									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005605695.1.fna	0	86.43	3217	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005605735.1.fna	0	73.426	1522	4405	4381									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005605775.1.fna	0	75.31	1447	3178	3169									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005605775.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005605775.1.fna	0	87.825	3280	2797	2805									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005605775.1.fna	0	87.963	3302	2797	2805									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005605845.1.fna	0	75.42	1441	3107	3101									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005605845.1.fna	0	86.464	3223	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005605895.1.fna	0	86.459	3223	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005605935.1.fna	0	86.565	3240	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005605955.1.fna	0	86.324	3201	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005605965.1.fna	0	86.614	3229	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606075.1.fna	0	80.207	2564	3443	3453									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606095.1.fna	0	86.378	3181	2913	2923									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606135.1.fna	0	86.425	3217	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606155.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606195.1.fna	0	79.43	2427	3452	3458									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606215.1.fna	0	86.421	3217	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005606215.1.fna	0	88.993	3437	2779	2778									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005606215.1.fna	0	89.173	3465	2779	2778									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005606215.1.fna	0	89.173	3465	2779	2778									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606235.1.fna	0	82.826	2300	2578	2587									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606255.1.fna	0	86.565	3240	2939	2949									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606335.1.fna	0	80.548	2643	3452	3458									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606355.2.fna	0	86.517	3212	2921	2931									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606375.1.fna	0	86.468	3223	2939	2949									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005606375.1.fna	0	87.715	3241	2779	2788									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005606375.1.fna	0	87.854	3264	2779	2788									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606395.1.fna	0	86.58	3223	2921	2931									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005606395.1.fna	0	87.89	3269	2779	2787									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005606395.1.fna	0	88.029	3291	2779	2787									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005606415.1.fna	0	75.23	1402	3107	3101									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005606435.2.fna	0	73.421	1513	4405	4378									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005606435.2.fna	0	88.993	3437	2779	2778									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005606435.2.fna	0	89.173	3465	2779	2778									
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	GCA_005606435.2.fna	0	89.173	3465	2779	2778									
IMGVR_UViG_3300026487_000206|3300026487|Ga0256408_1000097|109005-138412	GCA_005606455.1.fna	0	84.342	2667	2727	2751									
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	GCA_005606455.1.fna	0	84.245	2651	2727	2751									
IMGVR_UViG_3300029160_000038|3300029160|Ga0120251_10017|37708-80582	GCA_005606475.1.fna	0	86.43	3217	2939	2949									
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	GCA_005606495.1.fna	0	75.474	1428	3064	3058									
