Table S12. Phage AMGs identified by VIBRANT.							
Viral gene ID	AMG	KO	KO Name	KO E-value	KO Score	KO V-score	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_4							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_5							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_6							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_7							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_8							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_9							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_10							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_11							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_12							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_13							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_14		K08728	E2.4.2.6; nucleoside deoxyribosyltransferase [EC:2.4.2.6]	4.00E-19	66.7	0.19	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_15							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_16							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_17							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_18							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_19							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_20							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_21							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_22							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_23							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_24							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_25							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_26							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_27							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_28							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_29							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_30							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_31							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_32							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_33							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_34							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_35							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_36							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_37							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_38							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_39							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_40							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_41							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_42							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_43							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_44		K20478	GOLGB1; golgin subfamily B member 1	3.50E-35	118.1	0.31	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_45							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_46							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_47							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_48							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_49							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_50							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_51							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_52							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_53							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_54							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_55							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_56							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_57							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_58							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_59							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_60							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_61							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_62							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_63							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_64							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_65							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_66							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_67		K01159	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	5.20E-15	52.8	1.23	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_68		K01520	"dut, DUT; dUTP pyrophosphatase [EC:3.6.1.23]"	9.70E-28	95.1	2.79	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_69							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_70							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_71							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_72		K04068	nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	3.40E-53	178.1	0.94	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_73		K21636	nrdD; ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]	1.30E-139	464.3	1.3	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_74		K00942	"E2.7.4.8, gmk; guanylate kinase [EC:2.7.4.8]"	2.30E-23	80.3	0.29	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_75		K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	2.00E-19	66.6	1.36	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_76							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_77		K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	1.40E-53	179.8	1.36	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_78		K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	7.60E-78	260.3	1.36	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_79							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_80							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_81							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_82		K01144	E3.1.11.5; exodeoxyribonuclease V [EC:3.1.11.5]	1.20E-54	184	1.4	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_83							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_84							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_85							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_86		K07462	recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	3.30E-86	288	0.29	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_87							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_88							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_89							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_90							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_91							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_92							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_93		K02314	dnaB; replicative DNA helicase [EC:3.6.4.12]	4.50E-28	95.8	5.15	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_94							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_95							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_96							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_97							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_98							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_99							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_100							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_101							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_102							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_103							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_104		K01972	"E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]"	8.20E-155	515	1	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_105		K02469	gyrA; DNA gyrase subunit A [EC:5.6.2.2]	7.40E-289	959.3	0.26	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_106		K03469	"rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]"	2.80E-39	133.2	1.04	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_107							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_108		K02470	gyrB; DNA gyrase subunit B [EC:5.6.2.2]	4.00E-47	158.4	0.62	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_109		K02470	gyrB; DNA gyrase subunit B [EC:5.6.2.2]	7.30E-175	581	0.62	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_110							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_111							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_112							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_113		K07175	phoH2; PhoH-like ATPase	4.10E-52	175.1	1.17	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_114							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_115							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_116							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_117		K07192	FLOT; flotillin	2.00E-104	347.8	0.02	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_118							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_119		K07028	K07028; uncharacterized protein	3.50E-11	40.2	0.69	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_120							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_121							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_122							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_123		K07313	pphA; serine/threonine protein phosphatase 1 [EC:3.1.3.16]	3.10E-41	139	1.01	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_124							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_125		K09935	K09935; uncharacterized protein	3.30E-38	129.2	1.03	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_126							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_127							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_128		K09117	K09117; uncharacterized protein	2.50E-23	80.8	0.3	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_129							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_130							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_131							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_132							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_133							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_134							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_135							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_136		K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	2.40E-17	60.6	1.46	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_137							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_138							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_139							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_140							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_141							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_142							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_143							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_144							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_145		K17266	MVP; major vault protein	8.40E-86	286.5	0.01	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_146							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_147							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_148							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_149							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_150							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_151							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_152							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_153							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_154							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_155							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_156							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_157							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_158		K21471	cwlO; peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	7.80E-46	155.2	0.55	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_159							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_160							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_161							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_162							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_163							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_164							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_165							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_166		K03086	rpoD; RNA polymerase primary sigma factor	1.60E-128	427.6	0.13	
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_167							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_168							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_169							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_170							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_171							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_172							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_173							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_174							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_175							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_176							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_177							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_178							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_179							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_180							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_181							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_182							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_183							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_184							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_185							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_186							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_187							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_188							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_189							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_190							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_191							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_192							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_193							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_194							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_195							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_196							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_197							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_198							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_199							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_200							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_201							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_202							
IMGVR_UViG_3300043080_000191|3300043080|Ga0484759_000004_203							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_1		K15125	fhaB; filamentous hemagglutinin	1.50E-102	341.6	0.01	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_2							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_3							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_4		K19048	symE; toxic protein SymE	4.00E-20	70.3	0.01	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_5							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_6							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_7							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_8							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_9							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_10							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_11							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_12		K12149	dinI; DNA-damage-inducible protein I	1.10E-14	52.3	0.24	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_13							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_14							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_15		K01185	E3.2.1.17; lysozyme [EC:3.2.1.17]	4.90E-43	145.6	4.48	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_16							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_17							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_18							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_19							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_20		K06903	K06903; uncharacterized protein	8.60E-39	130.8	1.86	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_21							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_22							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_23							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_24							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_25		K06907	K06907; uncharacterized protein	5.30E-88	293.9	2.77	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_26		K06908	K06908; uncharacterized protein	1.10E-60	203	0.62	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_27							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_28							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_29		K06906	K06906; uncharacterized protein	1.50E-53	178.7	0.61	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_30		K06905	K06905; uncharacterized protein	5.10E-143	474.8	0.73	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_31							
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_32		K03649	mug; double-stranded uracil-DNA glycosylase [EC:3.2.2.28]	1.90E-75	252.4	0.01	
IMGVR_UViG_3300048929_000296|3300048929|Ga0496126_0002435_33		K16089	"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins"	4.80E-56	188.4	0	
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_1							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_2							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_3							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_4							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_5							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_6							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_7							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_8							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_9		K14059	int; integrase	5.90E-47	158.3	7	
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_10							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_11							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_12							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_13		K04763	xerD; integrase/recombinase XerD	2.40E-36	123.7	2.87	
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_14							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_15							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_16							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_17							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_18							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_19							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_20							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_21							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_22							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_23							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_24							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_25							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_26							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_27							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_28							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_29							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_30							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_31							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_32							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_33							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_34							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_35							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_36							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_37							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_38							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_39							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_40							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_41							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_42							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_43							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_44		K07696	"nreC; two-component system, NarL family, response regulator NreC"	1.00E-52	176.2	0.01	
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_45							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_46							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_47							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_48							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_49							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_50							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_51							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_52		K02405	fliA; RNA polymerase sigma factor for flagellar operon FliA	1.60E-22	77.9	0.04	
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_53							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_54							
IMGVR_UViG_3300049577_000022|3300049577|Ga0501041_0000055_55							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_1		K20459	"nukF, mcdF, sboF; lantibiotic transport system ATP-binding protein"	1.60E-91	304.3	0	
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_2		K06400	spoIVCA; site-specific DNA recombinase	6.70E-32	108.6	2.76	
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_3							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_4							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_5							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_6		K07465	K07465; putative RecB family exonuclease	3.10E-12	43.9	2.83	
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_7							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_8							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_9							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_10							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_11		K07505	repA; regulatory protein RepA	2.20E-22	77.2	1.24	
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_12							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_13							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_14							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_15							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_16	AMG	K22227	ahbD; heme synthase	3.10E-42	142.4	0.14	
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_17							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_18							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_19							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_20							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_21							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_22							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_23							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_24							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_25							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_26							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_27							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_28							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_29							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_30		K03497	"parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"	9.80E-17	59.1	1.4	
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_31							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_32							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_33							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_34							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_35							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_36							
IMGVR_UViG_3300049164_000149|3300049164|Ga0494662_000294_37							
