Table S11. Phage AMGs identified by DRAMV.												
Viral gene ID	Viral ID	Gene Pos	Start Pos	End Pos	Strandedness	Rank	KEGG ID	KEGG Hit	Auxiliary Score	Transposon	AMG Flags	AMG
IMGVR_UViG_3300011536_000016_3300011536_Ga0120901_10066__full-cat_1_47	IMGVR_UViG_3300011536_000016_3300011536_Ga0120901_10066__full-cat_1	47	"32,679"	"33,602"	1	C	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	1	FALSE	M	AMG
IMGVR_UViG_3300011660_000005_3300011660_Ga0122294_100164__full-cat_1_20	IMGVR_UViG_3300011660_000005_3300011660_Ga0122294_100164__full-cat_1	20	"14,371"	"14,787"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300012243_000002_3300012243_Ga0122204_100096__full-cat_1_23	IMGVR_UViG_3300012243_000002_3300012243_Ga0122204_100096__full-cat_1	23	"23,239"	"24,828"	1	C	K02406	flagellin	1	FALSE	M	AMG
IMGVR_UViG_3300013325_000001_3300013325_Ga0122843_10007__full-cat_1_83	IMGVR_UViG_3300013325_000001_3300013325_Ga0122843_10007__full-cat_1	83	"65,837"	"66,274"	1	C	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	1	FALSE	M	AMG
IMGVR_UViG_3300013693_000004_3300013693_Ga0122844_10095__full-cat_1_49	IMGVR_UViG_3300013693_000004_3300013693_Ga0122844_10095__full-cat_1	49	"37,684"	"38,598"	1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	2	FALSE	MF	AMG
IMGVR_UViG_3300014694_000011_3300014694_Ga0121485_100057__full-cat_1_55	IMGVR_UViG_3300014694_000011_3300014694_Ga0121485_100057__full-cat_1	55	"35,394"	"36,611"	1	D			2	FALSE	M	AMG
IMGVR_UViG_3300014699_000012_3300014699_Ga0121455_100083__full-cat_1_67	IMGVR_UViG_3300014699_000012_3300014699_Ga0121455_100083__full-cat_1	67	"44,268"	"44,924"	-1	D			2	FALSE	MKF	AMG
IMGVR_UViG_3300014727_000001_3300014727_Ga0121476_100020__full-cat_1_30	IMGVR_UViG_3300014727_000001_3300014727_Ga0121476_100020__full-cat_1	30	"19,523"	"20,446"	-1	C	K18982	D-galactarolactone isomerase [EC:5.4.1.4]	1	FALSE	MK	AMG
IMGVR_UViG_3300014727_000001_3300014727_Ga0121476_100020__full-cat_1_31	IMGVR_UViG_3300014727_000001_3300014727_Ga0121476_100020__full-cat_1	31	"20,723"	"21,652"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300019458_000519_3300019458_Ga0187892_10000084__full-cat_1_123	IMGVR_UViG_3300019458_000519_3300019458_Ga0187892_10000084__full-cat_1	123	"111,130"	"111,936"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300019458_000519_3300019458_Ga0187892_10000084__full-cat_1_154	IMGVR_UViG_3300019458_000519_3300019458_Ga0187892_10000084__full-cat_1	154	"132,576"	"134,309"	-1	D			1	FALSE	M	AMG
IMGVR_UViG_3300019458_000519_3300019458_Ga0187892_10000084__full-cat_1_171	IMGVR_UViG_3300019458_000519_3300019458_Ga0187892_10000084__full-cat_1	171	"149,961"	"151,559"	1	C	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	1	FALSE	MKP	AMG
IMGVR_UViG_3300019458_000519_3300019458_Ga0187892_10000084__full-cat_1_201	IMGVR_UViG_3300019458_000519_3300019458_Ga0187892_10000084__full-cat_1	201	"175,535"	"176,629"	1	D			1	FALSE	M	AMG
IMGVR_UViG_3300020036_004089_3300020036_Ga0206648_1000225__full-cat_1_41	IMGVR_UViG_3300020036_004089_3300020036_Ga0206648_1000225__full-cat_1	41	"24,957"	"26,546"	1	D			1	FALSE	M	AMG
IMGVR_UViG_3300020036_004089_3300020036_Ga0206648_1000225__full-cat_1_42	IMGVR_UViG_3300020036_004089_3300020036_Ga0206648_1000225__full-cat_1	42	"26,509"	"27,189"	1	C	K07270	"glycosyl transferase, family 25"	1	FALSE	M	AMG
IMGVR_UViG_3300020036_004875_3300020036_Ga0206648_1000067__full-cat_2_36	IMGVR_UViG_3300020036_004875_3300020036_Ga0206648_1000067__full-cat_2	36	"19,209"	"19,967"	1	D			3	FALSE	M	AMG
IMGVR_UViG_3300020036_004875_3300020036_Ga0206648_1000067__full-cat_2_38	IMGVR_UViG_3300020036_004875_3300020036_Ga0206648_1000067__full-cat_2	38	"20,602"	"21,345"	1	D			3	FALSE	M	AMG
IMGVR_UViG_3300020036_004875_3300020036_Ga0206648_1000067__full-cat_2_40	IMGVR_UViG_3300020036_004875_3300020036_Ga0206648_1000067__full-cat_2	40	"21,935"	"22,909"	1	C	K10046	"GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]"	3	FALSE	MK	AMG
IMGVR_UViG_3300020049_008481_3300020049_Ga0206652_1000009__full-cat_1_98	IMGVR_UViG_3300020049_008481_3300020049_Ga0206652_1000009__full-cat_1	98	"47,903"	"48,904"	1	D			1	FALSE	MKP	AMG
IMGVR_UViG_3300020049_008481_3300020049_Ga0206652_1000009__full-cat_1_160	IMGVR_UViG_3300020049_008481_3300020049_Ga0206652_1000009__full-cat_1	160	"106,947"	"107,921"	-1	C	K10046	"GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]"	2	FALSE	MK	AMG
IMGVR_UViG_3300020049_008481_3300020049_Ga0206652_1000009__full-cat_1_162	IMGVR_UViG_3300020049_008481_3300020049_Ga0206652_1000009__full-cat_1	162	"108,511"	"109,254"	-1	D			2	FALSE	M	AMG
IMGVR_UViG_3300020049_008481_3300020049_Ga0206652_1000009__full-cat_1_164	IMGVR_UViG_3300020049_008481_3300020049_Ga0206652_1000009__full-cat_1	164	"109,889"	"110,647"	-1	D			2	FALSE	M	AMG
IMGVR_UViG_3300020050_011260_3300020050_Ga0206642_1000947__full-cat_1_12	IMGVR_UViG_3300020050_011260_3300020050_Ga0206642_1000947__full-cat_1	12	"13,554"	"15,605"	-1	D			1	FALSE	M	AMG
IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1_7	IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1	7	5056	6132	1	C	K02703	photosystem II P680 reaction center D1 protein [EC:1.10.3.9]	1	FALSE	MKE	AMG
IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1_24	IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1	24	"11,686"	"12,009"	1	C	K02638	plastocyanin	1	FALSE	M	AMG
IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1_38	IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1	38	"17,037"	"17,363"	1	C	K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	1	FALSE	MK	AMG
IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1_44	IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1	44	"19,325"	"20,101"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1_59	IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1	59	"33,383"	"33,598"	1	D			1	FALSE	MKE	AMG
IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1_63	IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1	63	"37,570"	"38,247"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1_158	IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1	158	"128,697"	"129,695"	1	C	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	2	FALSE	MK	AMG
IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1_161	IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1	161	"132,092"	"133,201"	1	C	K09882	cobaltochelatase CobS [EC:6.6.1.2]	2	FALSE	M	AMG
IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1_177	IMGVR_UViG_3300021958_000024_3300021958_Ga0222718_10000027__full-cat_1	177	"143,062"	"143,607"	1	D			2	FALSE	MK	AMG
IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1_98	IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1	98	"41,306"	"42,391"	1	C	K01915	glutamine synthetase [EC:6.3.1.2]	1	FALSE	MK	AMG
IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1_144	IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1	144	"80,135"	"81,331"	1	C	K09882	cobaltochelatase CobS [EC:6.6.1.2]	1	FALSE	M	AMG
IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1_149	IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1	149	"83,123"	"84,784"	1	C	K09883	cobaltochelatase CobT [EC:6.6.1.2]	1	FALSE	MK	AMG
IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1_184	IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1	184	"120,604"	"120,945"	-1	C	K02935	large subunit ribosomal protein L7/L12	1	FALSE	M	AMG
IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1_217	IMGVR_UViG_3300025018_000096_3300025018_Ga0210043_1000020__full-cat_1	217	"143,854"	"147,936"	1	D			1	FALSE	MKE	AMG
IMGVR_UViG_3300025655_000105_3300025655_Ga0208795_1000111__full-cat_1_45	IMGVR_UViG_3300025655_000105_3300025655_Ga0208795_1000111__full-cat_1	45	"21,143"	"24,001"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300025687_000128_3300025687_Ga0208019_1000143__full-cat_1_21	IMGVR_UViG_3300025687_000128_3300025687_Ga0208019_1000143__full-cat_1	21	"14,376"	"17,234"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300029349_000002_3300029349_Ga0238435_100032__full-cat_1_13	IMGVR_UViG_3300029349_000002_3300029349_Ga0238435_100032__full-cat_1	13	5575	9915	-1	D			2	FALSE	MK	AMG
IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1_32	IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1	32	"34,807"	"35,778"	-1	C	K10046	"GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]"	1	FALSE	MK	AMG
IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1_34	IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1	34	"36,287"	"37,033"	-1	D			1	FALSE	M	AMG
IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1_37	IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1	37	"38,250"	"39,068"	-1	D			1	FALSE	M	AMG
IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1_71	IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1	71	"58,484"	"59,734"	-1	C	K07175	PhoH-like ATPase	2	FALSE	MK	AMG
IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1_73	IMGVR_UViG_3300043395_002615_3300043395_Ga0451677_0000093__full-cat_1	73	"60,112"	"60,567"	1	C	K09457	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	2	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_6	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	6	4927	5574	1	C	K01613	phosphatidylserine decarboxylase [EC:4.1.1.65]	2	FALSE	MKF	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_35	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	35	"39,472"	"40,851"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_38	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	38	"44,830"	"47,589"	-1	C	K07270	"glycosyl transferase, family 25"	1	FALSE	M	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_67	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	67	"88,745"	"91,873"	1	C	K13667	EGF-domain serine glucosyl/xylosyltransferase [EC:2.4.1.376 2.4.2.63]	1	FALSE	M	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_93	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	93	"116,608"	"118,077"	-1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	1	FALSE	M	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_123	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	123	"140,871"	"141,185"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_125	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	125	"142,258"	"143,103"	1	C	K22721	inositol phosphorylceramide mannosyltransferase catalytic subunit [EC:2.4.1.370]	1	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_131	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	131	"146,285"	"146,995"	1	C	K07270	"glycosyl transferase, family 25"	1	FALSE	M	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_133	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	133	"148,084"	"148,896"	-1	C	K22721	inositol phosphorylceramide mannosyltransferase catalytic subunit [EC:2.4.1.370]	1	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_154	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	154	"162,118"	"162,795"	-1	C	K07270	"glycosyl transferase, family 25"	1	FALSE	M	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_164	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	164	"171,731"	"173,134"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_170	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	170	"180,615"	"181,373"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_190	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	190	"195,167"	"195,952"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_191	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	191	"195,974"	"196,924"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_202	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	202	"205,745"	"206,290"	1	C	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	1	FALSE	M	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_203	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	203	"206,318"	"206,887"	1	C	K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	1	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_211	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	211	"214,211"	"218,740"	1	D			1	FALSE	MKE	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_271	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	271	"263,148"	"263,981"	1	C	K07001	NTE family protein	2	FALSE	MK	AMG
IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1_283	IMGVR_UViG_3300046786_000985_3300046786_Ga0485267_0000002__full-cat_1	283	"272,777"	"274,330"	1	C	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	2	FALSE	MKP	AMG
IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1_64	IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1	64	"34,716"	"36,572"	1	C	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]	2	FALSE	M	AMG
IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1_164	IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1	164	"116,589"	"117,545"	-1	D			1	FALSE	M	AMG
IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1_166	IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1	166	"118,621"	"119,577"	-1	D			1	FALSE	M	AMG
IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1_167	IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1	167	"119,581"	"120,528"	-1	D			1	FALSE	M	AMG
IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1_197	IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1	197	"145,423"	"146,673"	1	C	K13522	bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]	2	FALSE	MK	AMG
IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1_198	IMGVR_UViG_3300047563_000187_3300047563_Ga0485292_000023__full-cat_1	198	"146,684"	"148,210"	1	C	K03462	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	2	FALSE	MK	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_28	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	28	"18,067"	"19,542"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_30	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	30	"19,922"	"21,220"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_31	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	31	"21,220"	"21,900"	1	D			1	FALSE	M	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_33	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	33	"22,539"	"23,348"	1	D			1	FALSE	M	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_46	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	46	"30,642"	"31,853"	1	D			1	FALSE	M	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_48	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	48	"32,161"	"32,886"	1	C	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	1	FALSE	M	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_90	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	90	"57,546"	"58,091"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_91	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	91	"58,093"	"58,770"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_156	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	156	"92,818"	"94,845"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_167	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	167	"100,125"	"100,895"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_170	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	170	"103,861"	"105,120"	1	D			1	FALSE	M	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_175	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	175	"108,831"	"109,655"	1	D			1	FALSE	M	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_202	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	202	"141,594"	"143,522"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_206	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	206	"146,290"	"148,062"	1	D			1	FALSE	M	AMG
IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1_207	IMGVR_UViG_3300008259_004660_3300008259_Ga0114841_1000020__full-cat_1	207	"148,034"	"150,190"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300020057_000029_3300020057_Ga0163151_10000083__full-cat_1_45	IMGVR_UViG_3300020057_000029_3300020057_Ga0163151_10000083__full-cat_1	45	"21,253"	"21,702"	-1	C	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	1	FALSE	M	AMG
IMGVR_UViG_3300020057_000029_3300020057_Ga0163151_10000083__full-cat_1_75	IMGVR_UViG_3300020057_000029_3300020057_Ga0163151_10000083__full-cat_1	75	"62,252"	"63,265"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300020057_000029_3300020057_Ga0163151_10000083__full-cat_1_139	IMGVR_UViG_3300020057_000029_3300020057_Ga0163151_10000083__full-cat_1	139	"110,999"	"111,841"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300020057_000029_3300020057_Ga0163151_10000083__full-cat_1_150	IMGVR_UViG_3300020057_000029_3300020057_Ga0163151_10000083__full-cat_1	150	"122,604"	"123,230"	-1	C	K00943	dTMP kinase [EC:2.7.4.9]	1	FALSE	M	AMG
IMGVR_UViG_3300020195_000016_3300020195_Ga0163150_10000356__full-cat_1_70	IMGVR_UViG_3300020195_000016_3300020195_Ga0163150_10000356__full-cat_1	70	"31,509"	"31,958"	-1	C	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	1	FALSE	M	AMG
IMGVR_UViG_3300020195_000016_3300020195_Ga0163150_10000356__full-cat_1_100	IMGVR_UViG_3300020195_000016_3300020195_Ga0163150_10000356__full-cat_1	100	"72,508"	"73,521"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300020213_000017_3300020213_Ga0163152_10000101__full-cat_1_26	IMGVR_UViG_3300020213_000017_3300020213_Ga0163152_10000101__full-cat_1	26	"32,971"	"33,420"	1	C	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	1	FALSE	M	AMG
IMGVR_UViG_3300020213_000017_3300020213_Ga0163152_10000101__full-cat_1_40	IMGVR_UViG_3300020213_000017_3300020213_Ga0163152_10000101__full-cat_1	40	"39,397"	"39,744"	-1	D			1	FALSE	MKE	AMG
IMGVR_UViG_3300020213_000017_3300020213_Ga0163152_10000101__full-cat_1_128	IMGVR_UViG_3300020213_000017_3300020213_Ga0163152_10000101__full-cat_1	128	"86,552"	"87,178"	1	C	K00943	dTMP kinase [EC:2.7.4.9]	1	FALSE	M	AMG
IMGVR_UViG_3300020213_000017_3300020213_Ga0163152_10000101__full-cat_1_139	IMGVR_UViG_3300020213_000017_3300020213_Ga0163152_10000101__full-cat_1	139	"97,941"	"98,783"	1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_9	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	9	4731	6212	-1	C	K00855	phosphoribulokinase [EC:2.7.1.19]	2	FALSE	MKF	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_17	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	17	"11,332"	"12,138"	-1	D			2	FALSE	M	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_21	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	21	"14,327"	"15,307"	-1	C	K04069	pyruvate formate lyase activating enzyme [EC:1.97.1.4]	2	FALSE	M	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_27	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	27	"18,263"	"18,973"	-1	D			2	FALSE	MK	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_86	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	86	"99,260"	"100,357"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_97	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	97	"117,860"	"119,020"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_105	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	105	"126,574"	"127,386"	-1	C	K06217	phosphate starvation-inducible protein PhoH and related proteins	1	FALSE	MK	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_120	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	120	"147,021"	"148,430"	-1	D			1	FALSE	MK	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_153	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	153	"196,213"	"196,683"	-1	C	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	1	FALSE	M	AMG
IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1_183	IMGVR_UViG_3300020577_007233_3300020577_Ga0212215_10000001__full-cat_1	183	"217,356"	"217,865"	-1	C	K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	2	FALSE	MK	AMG
IMGVR_UViG_3300021226_000061_3300021226_Ga0223644_1000166__full-cat_1_17	IMGVR_UViG_3300021226_000061_3300021226_Ga0223644_1000166__full-cat_1	17	6260	8152	1	C	K00527	ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]	2	FALSE	MKE	AMG
IMGVR_UViG_3300021226_000061_3300021226_Ga0223644_1000166__full-cat_1_58	IMGVR_UViG_3300021226_000061_3300021226_Ga0223644_1000166__full-cat_1	58	"39,743"	"41,464"	1	C	K09883	cobaltochelatase CobT [EC:6.6.1.2]	2	FALSE	MKF	AMG
